dataset,epoch,seed,method,role,report,amortized_ms_per_record,amortized_records_per_second,auc,auc_ci_high,auc_ci_low,calibrated_actual_fpr_at_10pct,calibrated_actual_fpr_at_10pct_ci_high,calibrated_actual_fpr_at_10pct_ci_low,calibrated_actual_fpr_at_1pct,calibrated_actual_fpr_at_1pct_ci_high,calibrated_actual_fpr_at_1pct_ci_low,calibrated_tpr_at_10pct,calibrated_tpr_at_10pct_ci_high,calibrated_tpr_at_10pct_ci_low,calibrated_tpr_at_1pct,calibrated_tpr_at_1pct_ci_high,calibrated_tpr_at_1pct_ci_low,calibration_seconds,draft_input_tokens,draft_input_tokens_per_record,draft_sequences,draft_sequences_per_record,execution_group,execution_group_seconds,generated_tokens,generated_tokens_per_record,n_calibration,n_test_member,n_test_nonmember,pauc_10_normalized,pauc_10_raw,peak_allocated_gpu_bytes,preparation_seconds,roc_actual_fpr_at_10pct,roc_actual_fpr_at_1pct,roc_tpr_at_10pct_fpr,roc_tpr_at_1pct_fpr,scoring_records_per_second,target_forward_calls,target_input_tokens,target_input_tokens_per_record,target_sequences,target_sequences_per_record,test_seconds,total_seconds
newstection,3,1978,icp_mia,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/baseline/icp_mia/REPORT.json,732.199033956218,1.3657488655738859,0.90776875,0.91709415625,0.897518775,0.072,0.08416785915549115,0.061473133317261355,0.003,0.006529915073935308,0.0013756299236301083,0.6915,0.7113589615912825,0.6709068092999975,0.077,0.08951151115448341,0.06611031084545657,139.21891762071755,0,0.0,0,0.0,newstection/epoch3/seed1978/baseline/icp_mia,,0,0.0,200,2000,2000,0.5385650000000005,0.05385650000000006,17408981504,0.16455480514559895,0.1,0.01,0.7635,0.215,1.4339936333141339,25200,24038340,6009.585,25200,6.3,2789.412663399009,2928.796135824872
newstection,3,1978,petal,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/baseline/petal/REPORT.json,87.02414567445521,11.491063684105052,0.81472675,0.8255510125,0.80362876875,0.1255,0.14074070561524243,0.11169516279841597,0.004,0.007873464296037741,0.0020282466069651696,0.4755,0.49741277015094953,0.4536811651658317,0.055,0.06587138371167006,0.04583478836864504,15.07618066482246,0,0.0,0,0.0,newstection/epoch3/seed1978/baseline/petal,,0,0.0,200,2000,2000,0.1908725,0.01908725,17326028800,30.33462386939209,0.1,0.01,0.418,0.0665,13.215024585125828,4600,2448610,612.1525,4600,1.15,302.6857781636063,348.09658269782085
newstection,3,1978,sead,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/baseline/sead/REPORT.json,83.21223570904112,12.017463435264348,0.84507775,0.8559643125,0.83504304375,0.0965,0.11022502986382192,0.0843220272921492,0.003,0.006529915073935308,0.0013756299236301083,0.5205,0.5423343770767923,0.49858702398467614,0.0385,0.047855107023991705,0.03091432761660475,15.78356610017363,0,0.0,0,0.0,newstection/epoch3/seed1978/baseline/sead,,0,0.0,200,2000,2000,0.24159749999999997,0.024159749999999997,17326028800,0.0668193056480959,0.1,0.01,0.539,0.05,12.61835395222251,4200,2235926,558.9815,4200,1.05,316.99855743034277,332.8489428361645
newstection,3,1978,ws,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/baseline/ws/REPORT.json,2213.1044300100184,0.4518539597317932,0.506317875,0.52456820625,0.487647446875,0.129,0.1444048747285008,0.11501757435418881,0.0215,0.028833833739084404,0.016000780509074646,0.1235,0.13864525624017204,0.10979828036261141,0.019,0.025970414566263898,0.013873784918301425,420.0280447920086,0,0.0,0,0.0,newstection/epoch3/seed1978/baseline/ws,,2120630,530.1575,200,2000,2000,0.049219999999999965,0.004921999999999997,17149389312,5.226766414009035,0.1,0.01,0.0955,0.01,0.47465559207439384,268800,2364757,591.18925,8400,2.1,8427.162908834056,8852.417720040074
newstection,3,1978,rs,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/baseline/rs/REPORT.json,2227.2372447515086,0.4489867446121886,0.503363125,0.521143475,0.48686280625,0.12,0.13497526262337084,0.10648169331038138,0.015,0.021332437825708653,0.010527098037106688,0.127,0.14231150539436807,0.11311861187744655,0.0175,0.024240197666827872,0.012609752959581211,423.8631765572354,0,0.0,0,0.0,newstection/epoch3/seed1978/baseline/rs,,2119981,529.99525,200,2000,2000,0.04921249999999997,0.004921249999999998,17144211968,5.737108687055297,0.1,0.01,0.093,0.0115,0.4717343447548985,268800,2364118,591.0295,8400,2.1,8479.348693761742,8908.948979006032
newstection,3,1978,bt,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/baseline/bt/REPORT.json,4086.9247676780215,0.24468275215355825,0.507897875,0.524129384375,0.489866921875,0.1035,0.11761886180623717,0.09090135668779638,0.0,0.001917047281252934,1.0842021724855044e-19,0.1085,0.12288852080081825,0.09561252722040278,0.0,0.001917047281252934,1.0842021724855044e-19,744.2831881531747,0,0.0,0,0.0,newstection/epoch3/seed1978/baseline/bt,,2983251,745.81275,200,2000,2000,0.05569375000000003,0.005569375000000003,17144211968,5.933857594267465,0.1,0.01,0.106,0.013,0.2564516499264289,403149,3506372,876.593,12600,3.15,15597.482024964644,16347.699070712086
newstection,3,1978,samia,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/baseline/samia/REPORT.json,5733.46795250225,0.17441450938320344,0.561978625,0.57785783125,0.5454772656250001,0.088,0.10121875616670008,0.07636089079305232,0.0135,0.019570793006999862,0.009294493997659236,0.1295,0.14492803550121386,0.11549249653419452,0.014,0.020159586811157672,0.009703783146220175,1116.2064953538356,0,0.0,0,0.0,newstection/epoch3/seed1978/baseline/samia,,10304575,2576.14375,200,2000,2000,0.06846625000000002,0.006846625000000002,24001571840,2.9468401595950127,0.1,0.01,0.149,0.012,0.183362439660936,134400,11878810,2969.7025,42000,10.5,21814.718474495574,22933.871810009005
newstection,3,1978,draft_auxiliary_distilled,main,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/draft_auxiliary_distilled/fixed/main_fixed_sparse_positive/REPORT.json,438.8826496518159,2.2785134039665094,0.99922625,0.9995599000000001,0.99869276875,0.0925,0.10599081541223992,0.08057157812198121,0.004,0.007873464296037741,0.0020282466069651696,1.0,0.9999999999999998,0.9980829527187469,0.953,0.9614385976348314,0.9428245575283534,76.47535056050401,2448610,612.1525,4600,1.15,newstection/epoch3/seed1978/draft_auxiliary_distilled/fixed,1755.5305986072635,0,0.0,200,2000,2000,0.9922624999999996,0.09922624999999996,21479679488,162.82705023000017,0.1,0.01,1.0,0.9895,2.6381253202912744,4600,2448610,612.1525,4600,1.15,1516.2281978167593,1755.5305986072635
newstection,3,1978,draft_member_sft,main,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/newstection/epoch3/seed1978/draft_member_sft/fixed/main_fixed_sparse_positive/REPORT.json,459.7530703304801,2.175080634657163,0.99792575,0.9988370937500001,0.99684784375,0.111,0.12551992552405733,0.09797153726075743,0.0075,0.012337914136224913,0.004550377435809225,0.9995,0.9999117322692944,0.9971731374967338,0.95,0.9587187663812682,0.9395558910656041,78.80918665404897,2448610,612.1525,4600,1.15,newstection/epoch3/seed1978/draft_member_sft/fixed,1839.0122813219205,0,0.0,200,2000,2000,0.9803850000000021,0.09803850000000021,21479679488,166.95204368641134,0.1,0.01,0.999,0.9735,2.5105899020345577,4600,2448610,612.1525,4600,1.15,1593.2510509814601,1839.0122813219205
wikitection,1,1919,loss,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/loss/REPORT.json,73.80149506073212,13.549861004537757,0.59134775,0.60569894375,0.57497739375,0.1075,0.12183533002292098,0.09466955209286256,0.031,0.03954072820817342,0.024257462141641817,0.1655,0.1824254202490124,0.14985708438214576,0.0495,0.059900004989600644,0.040827254610808245,13.963670307770371,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/loss,,0,0.0,200,2000,2000,0.08098750000000006,0.008098750000000007,17326028800,0.06836600392125547,0.1,0.01,0.159,0.014,14.226069258317297,4200,2154148,538.537,4200,1.05,281.17394393123686,295.2059802429285
wikitection,1,1919,min_k_prob,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/min_k_prob/REPORT.json,74.3740932882065,13.445542066978987,0.610279,0.6249369375,0.5906515312499999,0.1145,0.12920022144962875,0.10127782200421726,0.0245,0.032241481682334906,0.01858163028213664,0.193,0.21087807957072474,0.17629898745996453,0.0425,0.05225291855224844,0.03450117971009799,14.318473430583254,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/min_k_prob,,0,0.0,200,2000,2000,0.08748999999999994,0.008748999999999995,17326028800,0.07959171931724995,0.1,0.01,0.1705,0.014,14.129367385546736,4200,2154148,538.537,4200,1.05,283.0983080029255,297.496373152826
wikitection,1,1919,min_k_pp,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/min_k_pp/REPORT.json,74.49697325451416,13.423364149085142,0.69992825,0.71486255625,0.6826484125,0.105,0.11920074218749015,0.09231372516469964,0.0245,0.032241481682334906,0.01858163028213664,0.252,0.27149073145326097,0.23346012399824045,0.059,0.070196614851898,0.04949422085016707,14.350253206328489,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/min_k_pp,,0,0.0,200,2000,2000,0.12444749999999999,0.01244475,17326028800,0.06844612455461174,0.1,0.01,0.238,0.0345,14.105904622392446,4200,2154148,538.537,4200,1.05,283.56919368717354,297.98789301805664
wikitection,1,1919,recall,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/recall/REPORT.json,369.3341977229866,2.7075748906144743,0.65533725,0.66958491875,0.63829679375,0.11,0.12446763047408034,0.09702766640529693,0.0265,0.03449852336037745,0.020316920414969065,0.2195,0.23816829205187826,0.20190717147290457,0.042,0.05170440056757297,0.0340516147420547,70.72182866791263,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/recall,,0,0.0,200,2000,2000,0.09765999999999998,0.009765999999999999,17334580224,0.07983064034488052,0.1,0.01,0.1995,0.0105,2.8438678211302113,8400,12800696,3200.174,8400,2.1,1406.5351315836888,1477.3367908919463
wikitection,1,1919,icp_mia,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/icp_mia/REPORT.json,694.6456524099922,1.4395828960141281,0.650771,0.6690685312500001,0.63514359375,0.1175,0.13235146831961192,0.10411507285054655,0.012,0.017793883870480226,0.008077154276022635,0.3005,0.3209600286742948,0.280804873190925,0.033,0.041767769460400554,0.026022752700289677,134.23987194988877,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/icp_mia,,0,0.0,200,2000,2000,0.15413999999999997,0.015413999999999997,17408981504,0.17347261763643473,0.1,0.01,0.273,0.028,1.5127624592105717,25200,23286752,5821.688,25200,6.3,2644.1692650724435,2778.5826096399687
wikitection,1,1919,petal,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/petal/REPORT.json,81.95250154047972,12.20219006379029,0.58504425,0.5991621125000001,0.5691492312499999,0.148,0.16423717031746463,0.1331124309685374,0.032,0.04065523105196132,0.025139125203291417,0.204,0.22222020217315414,0.18691468981734755,0.049,0.05935563669738288,0.04037353995030726,14.412993260775693,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/petal,,0,0.0,200,2000,2000,0.08090250000000002,0.008090250000000002,17326028800,28.69663926505018,0.1,0.01,0.1475,0.0125,14.049858624747863,4600,2359805,589.95125,4600,1.15,284.700373636093,327.81000616191886
wikitection,1,1919,sead,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/sead/REPORT.json,78.8645509564958,12.679968222371947,0.5924805,0.60704528125,0.57326061875,0.102,0.11603611589564782,0.08948985374022951,0.033,0.041767769460400554,0.026022752700289677,0.1585,0.17515842270628157,0.14315092058681417,0.054,0.0647878512990574,0.0449221548758202,15.236578156822361,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/sead,,0,0.0,200,2000,2000,0.08588250000000001,0.008588250000000002,17326028800,0.0675912443548441,0.1,0.01,0.158,0.0145,13.326490872146088,4200,2154148,538.537,4200,1.05,300.154034424806,315.4582038259832
wikitection,1,1919,ws,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/ws/REPORT.json,2080.0124301619944,0.4807663576905252,0.5182285,0.5351742500000001,0.50087921875,0.0865,0.0996259522547731,0.07495944584682306,0.0255,0.033371362045600345,0.019447915824308683,0.097,0.11075382395761238,0.08479131615107749,0.0245,0.032241481682334906,0.01858163028213664,396.0969229761977,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/ws,,1981590,495.3975,200,2000,2000,0.05360250000000001,0.005360250000000001,17183887872,4.4605109095573425,0.1,0.0,0.111,0.0,0.5050828834931975,268800,2293453,573.36325,8400,2.1,7919.492286762223,8320.049720647978
wikitection,1,1919,rs,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/rs/REPORT.json,2226.480602312251,0.4491393273139129,0.508779875,0.52544894375,0.4918133375,0.1025,0.11656379506401297,0.0899602575245831,0.0,0.001917047281252934,1.0842021724855044e-19,0.111,0.12551992552405733,0.09797153726075743,0.0,0.001917047281252934,1.0842021724855044e-19,419.70471631607506,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/rs,,1965209,491.30225,200,2000,2000,0.056569999999999995,0.005657,17138966016,4.587463246309198,0.1,0.0,0.109,0.0,0.47160744947351857,268800,2294307,573.57675,8400,2.1,8481.63022968662,8905.922409249004
wikitection,1,1919,bt,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/bt/REPORT.json,3357.242189193261,0.29786352715896797,0.499873875,0.517286275,0.48447248125,0.1005,0.11445248759594692,0.08807923318177419,0.0,0.001917047281252934,1.0842021724855044e-19,0.1005,0.11445248759594692,0.08807923318177419,0.0,0.001917047281252934,1.0842021724855044e-19,641.371719061397,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/bt,,2788745,697.18625,200,2000,2000,0.053910833333333345,0.0053910833333333345,17138966016,5.217940291855484,0.099,0.0,0.0985,0.0,0.31293079085781667,403180,3387886,846.9715,12600,3.15,12782.379097419791,13428.968756773043
wikitection,1,1919,samia,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/baseline/samia/REPORT.json,3191.672161313501,0.3133153875015972,0.520846625,0.535888015625,0.500848940625,0.097,0.11075382395761238,0.08479131615107749,0.019,0.025970414566263898,0.013873784918301425,0.1265,0.14178797968334114,0.11264405463575475,0.02,0.027118639188737373,0.014721726201265444,608.565321886912,0,0.0,0,0.0,wikitection/epoch1/seed1919/baseline/samia,,9700521,2425.13025,200,2000,2000,0.06564750000000005,0.0065647500000000055,23936013824,2.5056879315525293,0.1,0.01,0.1275,0.008,0.32906596110257447,134400,11510060,2877.515,42000,10.5,12155.617635435541,12766.688645254006
wikitection,1,1919,draft_auxiliary_distilled,main,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/draft_auxiliary_distilled/fixed/main_fixed_sparse_positive/REPORT.json,403.42652975730016,2.478766085615629,0.88058225,0.8903945000000001,0.868935,0.1175,0.13235146831961192,0.10411507285054655,0.0025,0.005839153316432755,0.0010683087284139143,0.6885,0.7084185626369012,0.6678587105380663,0.127,0.14231150539436807,0.11311861187744655,71.20762078114785,2359805,589.95125,4600,1.15,wikitection/epoch1/seed1919/draft_auxiliary_distilled/fixed,1613.7061190292006,0,0.0,200,2000,2000,0.4786825000000001,0.047868250000000015,21466918400,150.0614827327663,0.1,0.01,0.66,0.2345,2.8726613523124107,4600,2359805,589.95125,4600,1.15,1392.4370155152865,1613.7061190292006
wikitection,1,1919,draft_member_sft,main,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1919/draft_member_sft/fixed/main_fixed_sparse_positive/REPORT.json,410.37801982602105,2.436777682254883,0.79974925,0.81072210625,0.7844208187499999,0.107,0.12130859768781074,0.09419820147525404,0.0015,0.004401032555770693,0.0005102635836384819,0.46,0.48189869886438236,0.43825466491811776,0.0505,0.06098795224416838,0.04173547326167801,71.69982761959545,2359805,589.95125,4600,1.15,wikitection/epoch1/seed1919/draft_member_sft/fixed,1641.5120793040842,0,0.0,200,2000,2000,0.27024250000000016,0.027024250000000017,21466918400,151.43305429513566,0.1,0.01,0.4415,0.0905,2.8201203228039007,4600,2359805,589.95125,4600,1.15,1418.379197389353,1641.5120793040842
wikitection,1,1949,loss,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/loss/REPORT.json,74.11564372200519,13.492428180895589,0.586775,0.604348475,0.56912313125,0.0915,0.10493116087235554,0.07963506675642809,0.012,0.017793883870480226,0.008077154276022635,0.1525,0.16892086108237392,0.13741148677809684,0.0175,0.024240197666827872,0.012609752959581211,13.985218019690365,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/loss,,0,0.0,200,2000,2000,0.08259250000000004,0.008259250000000004,17326012416,0.13623524399008602,0.1,0.01,0.163,0.0135,14.16725972110456,4200,2154596,538.649,4200,1.05,282.3411216243403,296.46257488802075
wikitection,1,1949,min_k_prob,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/min_k_prob/REPORT.json,74.53922943398356,13.41575446370371,0.61237475,0.6286551,0.59404686875,0.1115,0.1260459412042156,0.0984436045333179,0.012,0.017793883870480226,0.008077154276022635,0.2,0.2180981938602074,0.18305203450854435,0.0195,0.026545026088593226,0.014297256348690845,14.298500526114367,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/min_k_prob,,0,0.0,200,2000,2000,0.09004249999999996,0.009004249999999997,17326012416,0.08631141274236143,0.1,0.01,0.176,0.0135,14.095818152261796,4200,2154596,538.649,4200,1.05,283.77210579707753,298.15691773593426
wikitection,1,1949,min_k_pp,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/min_k_pp/REPORT.json,74.64084884672775,13.397489651456985,0.6928155,0.708980575,0.675439325,0.1215,0.13654858435787717,0.10790262043403129,0.0105,0.015998901907473176,0.006877887380873443,0.283,0.30314321488390183,0.26368878363616177,0.025,0.032806771413197815,0.019014423503992475,14.313304544310085,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/min_k_pp,,0,0.0,200,2000,2000,0.11912499999999995,0.011912499999999996,17326012416,0.1105242392513901,0.1,0.01,0.252,0.0245,14.077588868796589,4200,2154596,538.649,4200,1.05,284.1395666033495,298.563395386911
wikitection,1,1949,recall,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/recall/REPORT.json,386.23863597775926,2.58907293794809,0.689627,0.70402284375,0.67174668125,0.088,0.10121875616670008,0.07636089079305232,0.005,0.009179695949941846,0.0027181808584985597,0.201,0.21912894922237747,0.18401744505181178,0.009,0.014182040701612969,0.005700499728577407,73.77031887753401,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/recall,,0,0.0,200,2000,2000,0.10883249999999993,0.010883249999999994,17386995712,0.10216039174702018,0.1,0.01,0.225,0.011,2.7190869198545333,8400,13523992,3380.998,8400,2.1,1471.082064641756,1544.954543911037
wikitection,1,1949,icp_mia,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/icp_mia/REPORT.json,691.2879538262496,1.44657518544196,0.67426225,0.68918625,0.65983653125,0.058,0.06911659834261377,0.04857807145401382,0.0055,0.009822062751615332,0.003073897009543817,0.223,0.24176425230818283,0.20529779188563124,0.0155,0.021916645881830028,0.010940972933704062,132.36605792399496,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/icp_mia,,0,0.0,200,2000,2000,0.1811425,0.018114250000000002,17408989696,0.20223449869081378,0.1,0.01,0.3075,0.0375,1.5194199785997888,25200,23146322,5786.5805,25200,6.3,2632.5835228823125,2765.1518153049983
wikitection,1,1949,petal,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/petal/REPORT.json,81.9646582705609,12.20038027486254,0.574145,0.5910920125,0.5559349625000001,0.1025,0.11656379506401297,0.0899602575245831,0.011,0.016599446829747115,0.007275425411318251,0.147,0.16319568745234855,0.13215774792821597,0.0125,0.018388039710650523,0.008481081388571086,14.36379457009025,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/petal,,0,0.0,200,2000,2000,0.07822999999999997,0.007822999999999997,17326012416,28.452876243623905,0.1,0.01,0.146,0.0125,14.033021552916901,4600,2358046,589.5115,4600,1.15,285.04196226852946,327.8586330822436
wikitection,1,1949,sead,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/sead/REPORT.json,78.98132314701797,12.66122116159757,0.59531975,0.6118451874999999,0.57811045,0.072,0.08416785915549115,0.061473133317261355,0.0185,0.025394766717736703,0.013451349814109871,0.1335,0.14911076202970336,0.119294433627455,0.0305,0.03898271190692737,0.02381739549016912,15.170534496777691,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/sead,,0,0.0,200,2000,2000,0.08827750000000004,0.008827750000000004,17326012416,0.07450219918973744,0.1,0.01,0.1765,0.014,13.303168138300881,4200,2154596,538.649,4200,1.05,300.68025589210447,315.9252925880719
wikitection,1,1949,ws,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/ws/REPORT.json,2205.425176919496,0.45342730756197525,0.48645625,0.506582653125,0.470409546875,0.0915,0.10493116087235554,0.07963506675642809,0.0,0.001917047281252934,1.0842021724855044e-19,0.065,0.07665999351328683,0.055007837621403224,0.0,0.001917047281252934,1.0842021724855044e-19,419.85538068797905,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/ws,,1995361,498.84025,200,2000,2000,0.034637499999999995,0.00346375,17172678144,4.573333886335604,0.1,0.0,0.071,0.0,0.4763451753480218,268796,2295195,573.79875,8400,2.1,8397.27199310367,8821.700707677985
wikitection,1,1949,rs,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/rs/REPORT.json,2123.673450263508,0.47088218759617617,0.49071125,0.508352725,0.47319431875,0.0845,0.09750049821690863,0.07309256807381255,0.0,0.001917047281252934,1.0842021724855044e-19,0.068,0.07988169982429345,0.05777462902670909,0.0,0.001917047281252934,1.0842021724855044e-19,398.2179602368269,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/rs,,1986242,496.5605,200,2000,2000,0.04157000000000001,0.004157000000000001,17138966016,4.685411086305976,0.1,0.0,0.081,0.0,0.4943281755423594,268796,2294768,573.692,8400,2.1,8091.7904297309,8494.693801054033
wikitection,1,1949,bt,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/bt/REPORT.json,4041.418002040736,0.24743790409580113,0.503619125,0.5211770812500001,0.485359125,0.0965,0.11022502986382192,0.0843220272921492,0.0,0.001917047281252934,1.0842021724855044e-19,0.086,0.09909477446848819,0.07449254068038921,0.0,0.001917047281252934,1.0842021724855044e-19,746.2417442947626,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/bt,,2865241,716.31025,200,2000,2000,0.04570874999999999,0.004570874999999999,17138966016,5.771489787148312,0.1,0.0,0.089,0.0,0.25951009157710386,403173,3388700,847.175,12600,3.15,15413.658774081036,16165.672008162946
wikitection,1,1949,samia,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/baseline/samia/REPORT.json,3196.2248145400367,0.3128691059060901,0.528858625,0.54549250625,0.5093759437500001,0.107,0.12130859768781074,0.09419820147525404,0.0115,0.01719772790757136,0.007675227286212753,0.138,0.15381104332898723,0.12357689890263988,0.0095,0.014790383154299275,0.006090240228609851,615.0059261070564,0,0.0,0,0.0,wikitection/epoch1/seed1949/baseline/samia,,9394320,2348.58,200,2000,2000,0.06413750000000003,0.006413750000000003,23935997440,2.880134650506079,0.1,0.01,0.1275,0.0065,0.3287577596162976,134400,11512930,2878.2325,42000,10.5,12167.013197402586,12784.899258160149
wikitection,1,1949,draft_auxiliary_distilled,main,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/draft_auxiliary_distilled/fixed/main_fixed_sparse_positive/REPORT.json,412.2573362925614,2.4256693864881105,0.86033525,0.87021943125,0.84883826875,0.1415,0.15746308937130718,0.1269114335293511,0.009,0.014182040701612969,0.005700499728577407,0.705,0.7245782935268605,0.6846357170878257,0.1195,0.13445066404882938,0.1060082089322041,71.61325158609543,2358046,589.5115,4600,1.15,wikitection/epoch1/seed1949/draft_auxiliary_distilled/fixed,1649.0293451702455,0,0.0,200,2000,2000,0.4041624999999999,0.040416249999999994,21466902016,151.36362927465234,0.1,0.01,0.6105,0.158,2.8049458909191123,4600,2358046,589.5115,4600,1.15,1426.0524643094977,1649.0293451702455
wikitection,1,1949,draft_member_sft,main,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1949/draft_member_sft/fixed/main_fixed_sparse_positive/REPORT.json,407.95335361990146,2.4512606432247166,0.77520225,0.7867901375,0.7591569812500001,0.1035,0.11761886180623717,0.09090135668779638,0.007,0.011715862563394297,0.0041743460559210965,0.3815,0.40299672038918094,0.3604576198164759,0.0635,0.0750467261459507,0.053626856130583093,72.19154886133038,2358046,589.5115,4600,1.15,wikitection/epoch1/seed1949/draft_member_sft/fixed,1631.8134144796059,0,0.0,200,2000,2000,0.21318500000000004,0.021318500000000004,21466902016,151.15346998616587,0.1,0.01,0.374,0.0835,2.839964327495493,4600,2358046,589.5115,4600,1.15,1408.4683956321096,1631.8134144796059
wikitection,1,1978,loss,baseline,/home/mxd/lib/SD_MIA/artifacts/runs/audits/qwen_fixed_v1/wikitection/epoch1/seed1978/baseline/loss/REPORT.json,73.86138164129807,13.538874819001093,0.57294775,0.5878526125,0.55464281875,0.112,0.12657186967421372,0.09891575901603857,0.0085,0.013570689737786079,0.005313767739685552,0.1825,0.20003148564715845,0.1661858393764371,0.011,0.016599446829747115,0.007275425411318251,14.010068436851725,0,0.0,0,0.0,wikitection/epoch1/seed1978/baseline/loss,,0,0.0,200,2000,2000,0.08982249999999997,0.008982249999999997,17326077952,0.07119813491590321,0.1,0.01,0.1695,0.0145,14.216446680518265,4200,2153845,538.46125,4200,1.05,281.36425999342464,295.44552656519227
